SubmissionDate,start,end,Enumerator,agf,localname,genus,species,newspecies,dbh,height,canopyd,latitude,longitude,altitude,accuracy,key,genus_species,height_m,genusCorr,speciesCorr,meanWD,sdWD,family,AGB
15:07.0,24:07.7,26:48.7,henry_oindi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,30,570,310,-0.0969226,34.8421902,1176.7,4.95,uuid:158fbc9d-b4cc-40f4-b3e8-67117c441d83,Acacia tortilis,5.7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,222.8478433
15:04.5,22:33.5,24:04.1,henry_oindi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,650,400,-0.0969232,34.8420689,1180.4,4.82,uuid:9cc5e4fc-c469-4a42-b98e-e9d9f1faec91,Acacia tortilis,6.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,444.1794134
08:44.1,40:26.1,42:13.9,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,25,450,400,-0.0796312,34.9760016,1162.1,4.82,uuid:cd8cdc1c-bce6-470c-97d5-6a1d3d7eb0d3,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,123.9504756
08:39.1,36:08.1,38:38.0,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,55,600,500,-0.0795064,34.9758165,1160.8,4.883,uuid:6d363b6e-610a-4aa7-a499-196ab4f578e7,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,764.887348
08:38.5,40:48.7,42:08.0,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,18,400,5,-0.0962645,34.8418897,1151,4.92,uuid:a190e832-3795-45f0-ad8f-72a25720da55,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,58.1883937
08:36.5,39:19.9,40:46.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,600,15,-0.0962169,34.8418458,1151.1,5,uuid:67575359-ed47-49b6-adb5-f5ce52b8a80a,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,106.1744595
08:34.2,37:54.4,39:17.5,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,23,400,8,-0.0963879,34.8416093,1151.1,5,uuid:ef71d88a-25fb-42ef-9b8b-d90a6a289081,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,93.89385592
08:30.6,36:25.1,37:51.5,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,30,480,20,-0.0964434,34.841709,1150.8,4.775,uuid:57842da2-f8f0-400e-a9f5-adf90aa8a7b4,Acacia tortilis,4.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,188.4369317
08:28.6,35:01.0,36:22.0,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,500,6,-0.0964691,34.8416618,1150.9,4.94,uuid:a75a8958-4da6-4011-a2e0-1626e4f161a8,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,88.86672242
08:27.2,33:20.3,34:48.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,30,450,22,-0.0964544,34.841671,1150.8,4.82,uuid:ac63843b-1fcd-428b-a48d-2347c4e96cf1,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,176.9334679
08:24.6,31:59.2,33:18.0,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,300,8,-0.096426,34.8416833,1150.8,4.88,uuid:826a6821-0814-4c08-b611-386496e63030,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,53.9777507
08:22.5,30:27.5,31:56.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,30,500,20,-0.0965641,34.8416245,1150.7,4.8,uuid:44f763d8-04cc-4603-ac16-7a4f1f0da85c,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,196.0962554
08:21.2,44:26.0,46:11.8,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,450,300,-0.0961495,34.842245,1142.1,3.8,uuid:35903725-5126-432d-949d-63fee5175096,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,80.18254784
08:19.0,29:07.7,30:25.2,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,400,8,-0.0965763,34.8416673,1150.6,4.95,uuid:5fca0b23-8929-4e9d-bfb9-fa573a338cdb,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,71.47513596
08:15.9,42:35.7,44:22.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,45,420,300,-0.0961701,34.8420998,1142.2,4.766,uuid:ce9cd9d6-4bfc-47d7-a9b5-9e2da9b36103,Acacia tortilis,4.2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,365.0026532
08:15.4,27:38.2,29:05.4,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,420,6,-0.0966605,34.8416456,1150.6,4.925,uuid:736d429e-421c-42d7-bf5b-a0fbed413ced,Acacia tortilis,4.2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,74.96106464
08:12.2,41:09.8,42:32.3,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,30,450,350,-0.096317,34.8421947,1142.3,4.566,uuid:c45005c4-3ba9-449e-8f9c-5156e9f4f216,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,176.9334679
08:10.7,39:21.8,41:04.3,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,20,500,350,-0.0963573,34.8422028,1142.3,4.52,uuid:084ad692-5376-46be-a5f3-f37fc9d5d0dc,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,88.86672242
08:10.2,26:01.0,27:33.7,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,40,300,17,-0.0966752,34.8416183,1150.5,4.875,uuid:e38d7c1b-864b-4905-8e5a-a3f4cc5aebba,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,208.8456023
08:08.0,24:25.5,25:58.1,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,50,400,20,-0.0966559,34.8415829,1150.6,4.96,uuid:d5567219-799d-4ae4-86dc-136e83ee014f,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,427.4978029
08:07.9,37:43.6,39:14.3,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,25,450,300,-0.0965605,34.8422045,1142.1,4.8,uuid:5f5a7d1b-5a55-40af-8925-07c5e009784c,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,123.9504756
08:04.0,22:40.5,24:23.0,juliet_onditi,pasture_agroforestry,Acacia,acacia,tortilis,no,25,230,12,-0.0966932,34.8415323,1150.6,4.933,uuid:ed757cb1-c400-42a6-a4cb-f647e7b0e379,Acacia tortilis,2.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,64.38121256
07:51.8,31:20.1,46:48.8,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,35,450,400,-0.0964449,34.842009,1142,4.2,uuid:9a400937-f578-4bee-b4c9-5e31ed86586f,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,239.0507569
07:49.2,29:35.5,47:54.0,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,25,400,350,-0.096514,34.8419905,1142.2,4.85,uuid:11198e7c-383b-4600-be6c-e0e6fa196911,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,110.4900921
07:46.5,27:59.7,29:29.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,25,550,250,-0.0967383,34.8418499,1142.5,4.6,uuid:9b59520c-c8a3-456b-b379-56b52f375fd9,Acacia tortilis,5.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,150.7671651
07:43.7,26:09.2,27:54.4,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,18,280,200,-0.0967627,34.8418106,1142.6,4.866,uuid:3a002a5e-617c-4a9e-9a42-62fa70af5c53,Acacia tortilis,2.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,41.08204516
07:41.9,24:19.4,26:06.3,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,35,600,450,-0.0967882,34.8419171,1142.7,4.68,uuid:d098e913-f77f-4002-9fc9-aa5709180236,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,316.5412624
23:10.4,32:19.0,46:59.1,sarah_mwangi,natural_forest_agroforestry,Acacia,acacia,mellifera,no,40,430,150,-0.0292472,34.0221039,1133.2,4.94,uuid:a74cc9b9-a4da-4b7a-aadb-2c17f497dd59,Acacia mellifera,4.3,Acacia,mellifera,0.947,0.070823262,Fabaceae,355.1558392
34:21.3,37:05.5,55:02.4,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,30,430,120,-0.0532031,34.1290228,1144.4,4.98,uuid:f3ee4927-1be6-4cd4-b7cd-f9867d3afcee,Acacia drepanolobium,4.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,169.2543304
34:10.2,34:55.1,36:44.2,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,20,220,100,-0.0531523,34.1288448,1144.1,4.74,uuid:a5e8876c-a780-431b-b25f-35a98664a2f1,Acacia drepanolobium,2.2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,39.87943301
34:01.5,32:51.2,34:51.8,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,60,430,180,-0.0532324,34.1287684,1143.2,4.86,uuid:c30d4609-e0e4-48ed-b424-3f7b2380ea7c,Acacia drepanolobium,4.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,654.8628298
33:51.3,30:51.7,32:46.7,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,45,550,200,-0.0532947,34.1287049,1143.3,4.78,uuid:d97a6453-4617-49ec-87fc-6c5dd568117d,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,474.8962048
33:44.3,28:59.3,30:48.5,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,35,350,350,-0.0532349,34.1286536,1143.3,4.94,uuid:22174cf3-30eb-482e-a3b2-0cbcfa49d277,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,187.0531908
33:35.3,26:57.1,28:55.6,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,40,450,200,-0.0532236,34.1285942,1143.4,4.84,uuid:4710fca8-5d85-4778-bfe8-708eaa26603c,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,310.2347223
33:28.6,24:00.3,26:53.1,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,30,400,300,-0.0529918,34.1284289,1143.5,4.92,uuid:3d7275a8-f5cc-43be-87ac-0056987026f3,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,157.7194042
33:20.4,22:36.9,23:56.7,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,20,430,230,-0.0529736,34.1285767,1143.6,4.875,uuid:aae3d142-3876-4aef-98b9-7fd131e2dc13,Acacia drepanolobium,4.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,76.7025233
33:10.3,20:51.7,22:31.7,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,25,330,200,-0.0529646,34.1285985,1143.6,4.82,uuid:276dfae0-22c7-41a7-9abc-ebabf0fec669,Acacia drepanolobium,3.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,91.57615171
33:04.6,18:49.9,20:40.5,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,35,450,200,-0.0529105,34.1285556,1143.8,4.72,uuid:530868bc-bbcc-4bd5-a632-678d31abc33f,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,239.0507569
32:59.0,17:00.9,18:44.7,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,45,650,180,-0.0528965,34.1286567,1143.8,4.94,uuid:65b7b07b-a615-45db-abcc-12f07b442672,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,558.9952918
32:47.1,14:55.7,16:48.5,sarah_mwangi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,30,600,200,-0.0528269,34.1287605,1144,4.92,uuid:c4516521-6771-4adc-b00d-09e198809388,Acacia drepanolobium,6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,234.2880818
32:42.5,11:50.9,14:42.4,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,30,500,200,-0.0526572,34.1287531,1143.4,4.783,uuid:eb77911f-a3b9-48bb-a44a-503d64763dd3,Acacia drepanolobium,5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,196.0962554
30:34.7,15:52.7,18:29.4,henry_oindi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,40,750,400,-0.052838,34.128795,1173.8,4.966,uuid:3b0fbcc2-4a89-4f0a-b372-4205320f0bb6,Acacia drepanolobium,7.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,510.757536
27:31.9,39:37.4,41:54.4,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,70,650,18,-0.0295868,34.0222921,1155.3,4.7,uuid:f19c9fa7-9ccf-45d3-a69e-63fbe23f29a6,Acacia nilotica,6.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,1218.328013
27:28.2,35:37.2,37:16.9,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,50,500,20,-0.0295606,34.0224205,1154.6,4.75,uuid:ed7b7ebe-5ca7-4394-9925-571056089fde,Acacia nilotica,5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,489.0053297
27:15.2,27:08.2,30:16.8,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,50,420,25,-0.0294812,34.0224114,1155,4.06,uuid:d0dae668-0018-4939-b512-f082873255df,Acacia nilotica,4.2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,412.4869145
27:10.0,37:01.2,38:17.7,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,18,400,10,-0.05333,34.128935,1139,4.5,uuid:b2be5923-27ab-4941-b1d4-4f7d79469a82,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,58.1883937
26:54.6,34:00.2,35:15.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,6,140,4,-0.0533039,34.1288067,1136,4.825,uuid:3b15c53b-97f7-48a7-b672-cdbf90371369,Acacia drepanolobium,1.4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,2.446279583
26:45.2,32:18.5,33:40.8,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,8,250,4,-0.0533033,34.12876,1133.5,4.9,uuid:245f46d4-c0f4-40b8-904e-9710a07d051c,Acacia drepanolobium,2.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,7.553617515
26:38.3,30:35.3,32:10.1,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,15,340,7,-0.0533007,34.1287431,1133.4,4.68,uuid:d4e9d4ef-fdfa-428b-afac-44ff33e69453,Acacia drepanolobium,3.4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,34.78463477
26:27.7,36:34.4,37:59.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,15,400,230,-0.0532108,34.1287731,1154.3,2.62,uuid:10b885b9-b307-4245-a148-3d22f90e4e31,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,40.76379194
26:18.4,34:39.6,36:12.2,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,15,500,250,-0.0531061,34.1287925,1155.6,2.04,uuid:8bd4f492-a382-4add-ac87-9825df6fd387,Acacia drepanolobium,5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,50.68258402
26:14.1,21:40.9,23:42.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,8,300,7,-0.0529083,34.12882,1151.1,4.4,uuid:ea26a49d-1d35-4a26-ab94-a90202ee4691,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,9.024764675
26:11.8,33:06.8,34:24.2,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,8,350,200,-0.0531274,34.1287348,1156.3,3.925,uuid:aafcdcee-1454-45a4-a3bd-516da22c6245,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,10.49001123
26:05.6,19:22.5,20:58.8,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,520,12,-0.0529084,34.1288137,1148.4,4.366,uuid:438336e9-5af7-41d5-b704-a9eec48f079b,Acacia drepanolobium,5.2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,92.33443626
26:02.1,30:59.5,33:01.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,15,450,400,-0.0531286,34.1287286,1156.5,2.76,uuid:f2f4bbf4-0bb4-435e-9b7d-a168a2d6f050,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,45.72981434
25:55.3,17:14.4,18:59.8,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,500,10,-0.0527482,34.1288496,1148.5,4.75,uuid:a30a4028-9bed-4114-9cd1-b7b0557ae1c9,Acacia drepanolobium,5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,88.86672242
25:53.0,29:00.1,30:33.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,10,300,200,-0.0530825,34.1287114,1150.5,3.8,uuid:47a9a4bb-d541-431b-af90-93a4ad95c346,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,13.95096444
25:48.1,15:18.8,17:03.8,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,17,400,15,-0.052772,34.1287453,1148.6,4.8,uuid:ec549330-4ac5-4113-b1b3-822810c6dc0d,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,52.04520615
25:45.5,25:27.9,28:56.9,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,10,420,250,-0.0530573,34.1286857,1150.3,3.4,uuid:0a652635-849b-4ab4-8f6b-a58ac881768e,Acacia drepanolobium,4.2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,19.37426316
25:42.2,11:34.7,15:12.4,juliet_onditi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,17,360,6,-0.0527683,34.1287067,1149.8,4.8,uuid:5807949a-37b9-4b3d-b4c4-7446c5245a85,Acacia drepanolobium,3.6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,46.95927923
25:39.4,22:21.8,23:53.4,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,10,420,200,-0.0527335,34.1286381,1150.2,4.1,uuid:819fe491-755d-4d07-8634-448a10c15fa0,Acacia drepanolobium,4.2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,19.37426316
25:31.2,20:20.3,22:12.4,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,15,500,350,-0.0527428,34.1286432,1150.3,3.66,uuid:fefed16c-42d9-499b-8989-f97859aaf2f9,Acacia drepanolobium,5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,50.68258402
25:20.7,18:06.2,20:14.8,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,15,450,300,-0.0527041,34.1286188,1150.4,4.42,uuid:42b7afcf-d265-4857-b0ec-fef318f014e5,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,45.72981434
25:09.9,16:07.8,17:59.7,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,17,400,300,-0.0527389,34.1286903,1150.4,4.52,uuid:753dc6f3-4ddb-4490-be75-602df49c35d0,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,52.04520615
24:59.8,14:02.3,16:01.3,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,18,550,400,-0.0527338,34.1286983,1151.1,2.3,uuid:80a74aa4-d875-4359-bb3c-38b66a3108f2,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,79.39987194
24:49.4,09:50.6,13:58.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,420,300,-0.0527314,34.1287251,1151.7,2.85,uuid:e657cef1-6d1c-4491-baf9-7e816ce1cf8c,Acacia drepanolobium,4.2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,74.96106464
20:53.2,45:22.6,47:22.6,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,25,560,420,-0.0534856,34.1286927,1130.1,4.7,uuid:22d729a1-7e33-4850-8624-a84b76b98e54,Acacia drepanolobium,5.6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,153.4420169
20:46.5,43:34.1,45:15.8,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,yes,32,650,350,-0.0535642,34.1287231,1129.2,4.9,uuid:b370696a-3ae6-4470-bd24-103ef58fbaf0,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,287.3360259
20:41.9,41:05.4,42:56.8,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,25,560,420,-0.0536217,34.1288759,1126.9,4.6,uuid:1142e74f-d68b-473f-b390-72d9054ba039,Acacia drepanolobium,5.6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,153.4420169
20:35.9,39:02.3,41:00.7,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,35,550,450,-0.0536657,34.1289556,1126.3,4.825,uuid:2919b3fb-9e1f-42ff-936e-032b85394647,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,290.7693962
20:32.0,36:57.3,38:57.5,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,45,650,450,-0.053603,34.1290954,1122.1,3.25,uuid:eb6c5507-d995-4599-8130-7042b22dcd3c,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,558.9952918
20:28.1,35:15.8,36:53.2,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,32,420,450,-0.0536193,34.1291981,1137.2,4.36,uuid:c17aaec8-fc85-4d21-958c-4c67e642b262,Acacia drepanolobium,4.2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,187.6194905
20:25.7,33:17.6,35:06.9,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,18,350,280,-0.0534456,34.129213,1136.5,2.76,uuid:28df5032-e379-44ea-86a3-8a1a33f4daa0,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,51.07827574
20:22.3,31:09.2,33:12.1,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,32,560,520,-0.0534017,34.1292667,1136.7,4,uuid:fed20c56-258a-476b-826b-bc2ce3c8ff11,Acacia drepanolobium,5.6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,248.4380771
20:20.6,28:46.1,31:05.2,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,450,320,-0.0532947,34.129275,1137.3,4.725,uuid:ec3f05db-8fd4-4087-8d2e-23e94a95161e,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,80.18254784
20:17.6,26:21.5,28:42.4,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,25,560,520,-0.0531888,34.1291693,1138.6,4.4,uuid:471196b7-c021-4e1e-9b6b-16b574d5ded4,Acacia tortilis,5.6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,153.4420169
20:16.4,23:52.1,26:15.9,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,32,540,380,-0.0531774,34.1291209,1138.8,4.725,uuid:15e6d0c4-f563-4763-96dc-ee96fbd93b94,Acacia drepanolobium,5.4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,239.7744781
20:14.7,19:18.9,23:37.9,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,32,550,400,-0.0530833,34.1290017,1136.6,4.9,uuid:3945f87c-c7c7-43f9-be60-77842d1bb1c5,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,244.1072227
20:13.5,17:02.6,19:13.4,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,350,280,-0.05295,34.1289933,1140,4.3,uuid:5753ad46-9e24-48b8-ba56-56b7df6973a9,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,62.74149313
20:11.9,14:16.9,16:55.4,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,25,350,300,-0.0528346,34.1289051,1139.1,4.2,uuid:666e6a8b-4a6f-43fa-9b52-490c53750394,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,96.98915939
34:40.8,19:36.7,21:18.6,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,35,650,550,-0.5560249,34.3431039,1245,4.76,uuid:dddfd945-dd19-47eb-9aed-211f45883779,Acacia tortilis,6.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,342.2615759
34:27.5,12:06.1,13:57.7,david_makori,pasture_agroforestry,Acacia,acacia,nilotica,no,32,850,550,-0.5562666,34.3427868,1243.7,4.26,uuid:acf0f612-9406-4bd5-b49d-c955cde75c6e,Acacia nilotica,8.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,343.4749342
33:59.0,13:05.3,15:36.2,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,45,1100,750,-0.442256,34.2383711,734.2,4.85,uuid:87c97576-45eb-42c6-bc09-7deb0d0bd64e,Acacia tortilis,11,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,934.1228048
25:12.0,15:43.2,17:10.9,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,25,680,13,-0.55656,34.3434633,1269.6,4.2,uuid:be5e833f-b600-44d4-9532-81bd13226ddc,Acacia nilotica,6.8,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,170.6227807
25:08.3,14:25.8,15:38.0,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,60,770,15,-0.5567833,34.3432467,1268.8,4.9,uuid:2986c150-24b3-4e38-be11-000041ffa998,Acacia nilotica,7.7,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,1063.88726
24:27.8,35:28.1,37:07.9,juliet_onditi,cropland_agroforestry,Acacia,acacia,nilotica,no,6,170,4,-0.4566517,34.26179,1145.8,4.9,uuid:06ab1d49-feff-4633-a818-cd615878798b,Acacia nilotica,1.7,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,2.720187295
